claimsPerMember,totalClaims,claimDensity,expansionNeed,members,settlements,housingShortage,farmShortage,paddockShortage,mineShortage,shrineNeed,avgProsperity,avgSpirituality,avgArmament,dominance,enemyPressure,localFood,localWood,localStone,localIron,localAnimals,agentProsperity,agentLoad,hasHome
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0,0,1,0.4600346,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0,0,1,0.449675,0,0,0
1,0.2,1,0,0.05,0.08333333,0.3333333,1,1,1,1,0.4322381,0,0,0.5192454,0,1,1,0,0,1,0.4318679,0.1497778,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.3857778,0,1,0.4877726,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.5856,0.6176,0.6302222,0,1,0.4799415,0.01733333,0,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3333906,0,0,0.5122577,0,1,1,0,0,1,0.3037363,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0,0,1,0.6201663,0.0664,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.1379556,0.1569714,0.408,0,0.6733333,0.483307,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.808,0.375,1,0.4681164,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.1607111,0.1989714,0.408,0,0.4711111,0.4816103,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.808,0.375,1,0.4893301,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9744889,0.9801714,0.8413333,0.375,1,0.4825855,0,0,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3333906,0,0,0.5122577,0,1,1,0,0.08333333,1,0.3993303,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.3857778,0,1,0.4548096,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.4302222,0,1,0.5096155,0.01306667,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.3857778,0,1,0.4639817,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9744889,0.9801714,0.8413333,0.375,1,0.4837416,0.0048,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9744889,0.9801714,0.8413333,0.375,1,0.4877664,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9744889,0.9801714,0.8413333,0.375,1,0.4839572,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.6824,0.6445714,0.9524444,0.5,1,0.437815,0.001955556,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.4802667,0.5274286,0.01911111,0,1,0.4848492,0.04151111,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.6413333,0.25,1,0.5216054,0.01102222,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.7349333,0.6956,0,0,1,0.4858886,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.8383111,0.9697143,0.4746667,0,1,0.6555409,0.08293333,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.7349333,0.6956,0,0,1,0.4894877,0.0008,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.01911111,0,1,0.4902756,0.01164444,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.3191111,0,1,0.4885409,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.4802667,0.5274286,0.01911111,0,1,0.4815784,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.5290667,0.8018286,0.09688889,0,1,0.4954502,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.5414222,0.7049714,0.01911111,0,1,0.4836476,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.2275556,0.2364571,0.208,0,0.8533333,0.488088,0.007644444,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.6824,0.6445714,0.9524444,0.5,1,0.4561875,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.108,0,1,0.4610667,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.808,0.375,1,0.4762296,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.5414222,0.7049714,0.01911111,0,1,0.4770553,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.6030222,1,0.2191111,0,1,0.4863031,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0,0,1,0.4589926,0.03333333,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9744889,0.9801714,0.8413333,0.375,1,0.484689,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.7349333,0.6956,0,0,1,0.4882518,0,0,0
1,0.2,1,0,0.05,0.08333333,0.3333333,1,1,1,1,0.4322381,0,0,0.5192454,0,1,1,0,0,1,0.3634256,0.152,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.8383111,0.9697143,0.4746667,0,1,0.4499391,0.01448889,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0,0,1,0.4976475,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9744889,0.9801714,0.8413333,0.375,1,0.4767078,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9744889,0.9801714,0.8413333,0.375,1,0.4746293,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.7022222,0.8034857,0,0,1,0.4808957,0.02222222,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.7349333,0.6956,0,0,1,0.5096097,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.6413333,0.25,1,0.4764111,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.7046222,0.6989143,0,0,1,0.4811936,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.4302222,0,1,0.4749652,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,1,1,0.3191111,0,1,0.4625029,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5332151,0.6354565,0,0.8181818,0,0.9894222,1,0.1746667,0,1,0.4679948,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.5048889,0.1666667,1,0.6628002,0.1310222,1,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0.08333333,1,0.4262635,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.02711111,0,1,0.670102,0.08044444,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.02711111,0,1,0.6674831,0.05386667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.1550222,0.1477143,0.3937778,0,0.5622222,0.6547363,0.1209778,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.6417213,0.03128889,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.4551111,0.6061143,0.2493333,0,1,0.6749935,0.04782222,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.5048889,0.1666667,1,0.6385923,0.02755556,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.216,0,1,0.5983975,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.4551111,0.6061143,0.2493333,0,1,0.6330366,0.004533333,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.216,0,1,0.6198008,0.03973333,1,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0,1,0.414328,0,1,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0.08333333,1,0.4094835,0.02302222,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.09377778,0,1,0.6647158,0.1066667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,0.9786286,0.8271111,0.375,1,0.6851816,0.07137778,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.2503111,0.2292571,0.1937778,0,0.7511111,0.5504391,0.003377778,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.6112,0.6134857,0.616,0,1,0.6370774,0.04986667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.4788444,0.5243429,0.02711111,0,1,0.6967537,0.1466667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.5912939,0.04168889,1,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0,1,0.336273,0.2262222,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.844,0.9712571,0.4604444,0,1,0.6074581,0.008533333,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.5992795,0.04915556,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3048889,0,1,0.6061793,0.01288889,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.3000889,0.3113714,0.3604444,0,0.9733333,0.6130836,0.02702222,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,0.9786286,0.8271111,0.375,1,0.6260395,0.05591111,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.3911111,0.4395429,0.1048889,0,1,0.6343117,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.5873778,1,0.2048889,0,1,0.6061385,0.001955556,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.6529791,0.006222222,1,0
1,0.2,1,0,0.05,0.08333333,0.3333333,1,1,1,1,0.4383118,0,0,0.520405,0,1,1,0,0,1,0.4842911,0.1922667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.5992668,0.0472,1,0
1,0.2,1,0,0.05,0.08333333,0.3333333,1,1,1,1,0.4383118,0,0,0.520405,0,1,1,0,0,1,0.4831528,0.01306667,1,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0,1,0.4248825,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.5961546,0.03866667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.5366082,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.58493,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.02711111,0,1,0.5699386,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.3911111,0.4395429,0.1048889,0,1,0.6740754,0.09306667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.4934759,0,0,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0,1,0.3117282,0.2333333,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.602341,0.04444444,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.4800051,0,0,0
1,0.2,1,0,0.05,0.08333333,0.3333333,1,1,1,1,0.4383118,0,0,0.520405,0,1,1,0,0,1,0.4603901,0.09786667,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.5873778,1,0.2048889,0,1,0.5046245,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.9538667,1,0.1604444,0,1,0.6068597,0.03466667,1,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0.08333333,1,0.3487483,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.416,0,1,0.4806969,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.5873778,1,0.2048889,0,1,0.4938673,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.2503111,0.2292571,0.1937778,0,0.7511111,0.6200122,0.08942222,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.6301999,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.1706667,0.2025714,0.3937778,0,0.4133333,0.4785895,0.0005333333,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.6493333,0.1666667,1,0.537526,0,0,0
1,0.2,1,0,0.05,0.08333333,0.3333333,1,1,1,1,0.4383118,0,0,0.520405,0,1,1,0,0,1,0.3707944,0.1972444,0,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0.08333333,1,0.4441313,0.02586667,1,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0,1,0.3152166,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.6493333,0.1666667,1,0.4893723,0.01448889,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.4551111,0.6061143,0.2493333,0,1,0.4961223,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.1436444,0.2130857,0.1937778,0,0.6,0.4657627,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.5094675,0.02444444,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.6680889,0.8029714,0,0,1,0.494213,0,0,0
1,0.2,1,0,0.05,0.08333333,0.3333333,1,1,1,1,0.4383118,0,0,0.520405,0,1,1,0,0,1,0.4715251,0.1497778,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.4896703,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.216,0,1,0.4818222,0.01733333,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.6162429,0.0664,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.08675556,0.08125714,0.3937778,0,0.3111111,0.4832023,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.4679962,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.07822222,0.07817143,0.3937778,0,0.2577778,0.4815194,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.416,0,1,0.4912231,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.482469,0,0,0
0.4285714,0.2,1,0.2653061,0.175,0.08333333,0.7142857,1,1,1,1,0.3363346,0,0,0.5128197,0,1,1,0,0.08333333,1,0.3911626,0,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.454685,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.416,0,1,0.5115756,0.01306667,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.4638595,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.4836475,0.0048,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.4876578,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.3715556,0,1,0.4838648,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.1009778,0.1728571,0.1937778,0,0.46,0.4376719,0.001955556,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.6680889,0.8029714,0,0,1,0.5332985,0.04151111,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0.6271111,0.25,1,0.5215627,0.01102222,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.4788444,0.5243429,0.02711111,0,1,0.4837611,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.844,0.9712571,0.4604444,0,1,0.7011372,0.08293333,1,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.6680889,0.8029714,0,0,1,0.5126304,0.0008,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.4921832,0.01164444,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,1,1,0,0,1,0.4884492,0,0,0
0.1576087,0.3222222,0.6137566,0.7491892,0.7666667,0.08333333,0.5,0.923913,1,0.9,0,0.5386392,0.6243783,0,0.8181818,0,0.8742222,1,0.06044444,0,1,0.481472,0,0,0
